DOR Code,Municipality,County,Billing Cycle,Form of Government,School Structure,2021 Population,FY 2023 Single Family Tax Bill,2020 DOR Income Per Capita,2022 EQV Per Capita,Land Area,Population Density,2018 Total Road Miles,Fiscal Year,General Government,Police,Fire,Other Public Safety,Education,Public Works,Human Services,Culture and Recreation,Fixed Costs,Intergovernmental Assessments,Other Expenditures,Debt Service,Total Expenditures,Tax Levy,State Aid,Local Receipts,Enterprise & CPA Funds,Other Revenue,Total Budget...9,Tax Levy as % of Budget...10,State Aid as % of Budget...11,Local Receipts as % of Budget...12,All Other as % of Budget,Total Budget...14,Tax Levy as % of Budget...15,State Aid as % of Budget...16,Local Receipts as % of Budget...17,Other + CPA + Ent as % of Total,Residential Tax Rate,Open Space Tax Rate,Commercial Tax Rate,Industrial Tax Rate,Personal Property Tax Rate,Residential Levy,Open Space Levy,Commercial Levy,Industrial Levy,Personal Prop Levy,Total Tax Levy,R/O % of Total Levy,CIP as % of Total Levy
286,Stow,MIDDLESEX,Quarterly,OPEN TOWN MEETING,No data,7059,11617,83990,225942,17.31,408,62.95,2023,2309608,1664051,753951,348035,20681990,1576565,518657,473736,2332132,114832,15479,2006018,32795054,31160990.96,532005,1617669,3220000,2713514.54,36024179.5,86.5,1.48,4.49,7.53,39244179.5,79.4,1.36,4.12,15.12,18.13,0,18.13,18.13,18.13,29188124.72,0,1040798.65,532935.88,399131.71,31160990.96,93.67,6.33
287,Sturbridge,WORCESTER,Semi-Annual,OPEN TOWN MEETING,K-06,9846,6844,50826,156488,37.22,265,120.39,2023,2108785,3290061,1866081,257944,20588295,2042923,645000,694262,4475155,612803,349130,1388985,38319424,29090837.94,5660939,8869581,1480529,3389717.44,47011075.38,61.88,12.04,18.87,7.21,48491604.38,59.99,11.67,18.29,10.04,18.07,18.07,18.07,18.07,18.07,24524613.96,24744.75,2846071.96,630590.6,1064816.67,29090837.94,84.39,15.61
288,Sudbury,MIDDLESEX,Quarterly,OPEN TOWN MEETING,K-08,19059,15036,120396,289287,24.27,785,145.77,2023,3510308,4465936,4908113,266762,70636188,7700491,948037,1853201,13180902,238389,140865,2096160,109945352,99049388.53,7019516,5324259.16,3606913,5570493.5,116963657.19,84.68,6,4.55,4.76,120570570.19,82.15,5.82,4.42,7.61,15.77,0,20.23,20.23,20.23,89689357.81,0,5446606.81,773722.65,3139701.26,99049388.53,90.55,9.45
289,Sunderland,FRANKLIN,Preliminary Semi-Annual,OPEN TOWN MEETING,K-06,3662,4883,31406,125135,14.23,257,45.17,2023,832450,560348,103697,271440,5224331,386966,82575,228058,986443,334840,0,133945,9145093,6699629.89,2191624,676532,513999.21,847656.64,10415442.53,64.32,21.04,6.5,8.14,10929441.74,61.3,20.05,6.19,12.46,12.8,0,12.8,12.8,12.8,6025888,0,356772.26,92352,224617.63,6699629.89,89.94,10.06
290,Sutton,WORCESTER,Quarterly,OPEN TOWN MEETING,K-12,9361,6802,59022,196437,32.41,289,112.28,2023,1889964,2354743,592717,323927,21119538,1852638,315196,290800,5833456,77500,290609,3371551,38312639,27565412.23,7062771,3352919.77,1048097,3218399.82,41199502.82,66.91,17.14,8.14,7.81,42247599.82,65.25,16.72,7.94,10.1,13.85,0,13.85,13.85,13.85,23977341.3,0,1180426.03,1202301.01,1205343.89,27565412.23,86.98,13.02
291,Swampscott,ESSEX,Quarterly,REPRESENTATIVE TOWN MEETING,K-12,15155,9677,76318,264403,3.02,5018,46.8,2023,4661325,4118409,3923814,262823,30812071,1307883,639831,836128,12510808,1762062,499,6847287,67682940,53396235.17,6687552,6028882.74,8054795,3140150.14,69252820.05,77.1,9.66,8.71,4.53,77307615.05,69.07,8.65,7.8,14.48,11.74,0,21.04,21.04,21.04,47117859.57,0,4444886.46,471605.29,1361883.85,53396235.17,88.24,11.76
292,Swansea,BRISTOL,Quarterly,OPEN TOWN MEETING,K-12,17259,4736,38064,159438,22.69,761,124.02,2023,2387906,4904895,1185866,223499,26054376,2070449,979461,770326,9987691,1122374,0,626797,50313640,38310913.72,12524630,2361250,2979900,18089051.48,71285845.2,53.74,17.57,3.31,25.38,74265745.2,51.59,16.86,3.18,28.37,12.05,0,19.14,19.14,19.14,31242276.34,0,5036302.19,273921.57,1758413.62,38310913.72,81.55,18.45
293,Taunton,BRISTOL,Quarterly,COUNCIL AND ALDERMAN,K-12,59600,4646,29258,124341,46.7,1276,270.19,2023,9061216,20697180,15290447,1578585,107504290,10323286,2685811,3588124,54852095,4770432,76363,4849249,235277078,122206827.42,90435666,16879500,25187796.19,34066512.9,263588506.32,46.36,34.31,6.4,12.92,288776302.51,42.32,31.32,5.85,20.52,12.05,0,26.3,26.3,26.3,77105562.77,0,28986560.46,10073518.71,6041185.48,122206827.42,63.09,36.91
294,Templeton,WORCESTER,Quarterly,OPEN TOWN MEETING,No data,8160,4136,31122,109506,31.88,256,100.06,2023,1420040,1565191,851586,196027,7925968,1193288,73617,183620,2685232,0,17669,2228232,18340470,12935985.52,1885798,3012607,2482073.43,1534827.08,19369217.6,66.79,9.74,15.55,7.92,21851291.03,59.2,8.63,13.79,18.38,12.92,0,12.92,12.92,12.92,11948847.09,0,594475.44,253862.5,138800.49,12935985.52,92.37,7.63
295,Tewksbury,MIDDLESEX,Quarterly,OPEN TOWN MEETING,K-12,30876,7799,47985,202408,20.7,1492,165.27,2023,3593403,9241123,6495336,372077,62546361,9232568,1044331,2278352,11142792,1762985,0,11813225,119522553,105584363.88,17924517,8494648,20727822,9820764.08,141824292.96,74.45,12.64,5.99,6.92,162552114.96,64.95,11.03,5.23,18.79,14.1,0,26.59,26.59,26.59,78636499.41,0,11429452.38,6736246.68,8782165.41,105584363.88,74.48,25.52
296,Tisbury,DUKES,Quarterly,OPEN TOWN MEETING,K-08,4920,10511,26541,745502,6.54,752,26.91,2023,2948829,2442426,565161,1792098,13251476,2481471,563814,643931,5148774,2240578,44047,2689140,34811745,31031601.61,1713055,3050000,5125507.58,2921383.49,38716040.1,80.15,4.42,7.88,7.55,43841547.68,70.78,3.91,6.96,18.35,7.32,0,6.72,6.72,6.72,28284082.12,0,2133692.33,49325.47,564501.69,31031601.61,91.15,8.85
297,Tolland,HAMPDEN,Semi-Annual,OPEN TOWN MEETING,No data,465,2971,29095,484093,31.56,15,41.39,2023,485574,64895,95152,8506,494565,498241,15322,24432,191997,0,7856,241317,2127857,1933037.4,116733,153500,25000,132406.97,2335677.37,82.76,5,6.57,5.67,2360677.37,81.88,4.94,6.5,6.67,8.76,0,8.76,8.76,8.76,1683043.21,0,53194.31,25219.16,171580.72,1933037.4,87.07,12.93
298,Topsfield,ESSEX,Quarterly,OPEN TOWN MEETING,K-06,6555,11657,79613,257319,11.92,550,60.91,2023,1646126,1590429,1187135,210494,18871480,1816166,260558,675657,4071256,216009,0,1094363,31639673,27395692.46,2318322,1933887,2279290,2773319.75,34421221.21,79.59,6.74,5.62,8.06,36700511.21,74.65,6.32,5.27,13.77,15.2,0,15.2,15.2,15.2,25535874.45,0,1132466.21,334143,393208.8,27395692.46,93.21,6.79
299,Townsend,MIDDLESEX,Quarterly,OPEN TOWN MEETING,No data,8983,5922,40552,130948,32.8,274,94.25,2023,1839710,1751241,1573015,516079,14550270,1960250,344385,475635,2255900,74723,0,359859,25701067,20319487.54,1947798,1497000,1581376,1630322,25394607.54,80.01,7.67,5.89,6.42,26975983.54,75.32,7.22,5.55,11.91,15.26,0,15.26,15.26,15.26,18808995.69,0,578905.33,313507.54,618078.98,20319487.54,92.57,7.43
300,Truro,BARNSTABLE,Semi-Annual,OPEN TOWN MEETING,K-06,2486,6775,49165,1055728,20.96,119,62.26,2023,3401799,2440572,1339434,551628,6033840,1797582,657004,1138039,3259966,581606,0,818326,22019796,19181679.24,715760,2340000,1079090,4325813.85,26563253.09,72.21,2.69,8.81,16.28,27642343.09,69.39,2.59,8.47,19.55,6.54,0,6.23,6.23,6.23,18192930.61,0,706165.32,12076.23,270923.51,19182095.67,94.84,5.16
301,Tyngsborough,MIDDLESEX,Quarterly,OPEN TOWN MEETING,K-12,12421,7092,49058,175293,16.77,741,94.56,2023,2411387,2979793,1315594,1117877,23723338,3215740,556916,637996,7270924,1957662,389228,1017438,46593893,31975774.1,9561322,5005825,4966126,2412480,48955401.1,65.32,19.53,10.23,4.93,53921527.1,59.3,17.73,9.28,13.68,14.14,0,14.14,14.14,14.14,28128271.99,0,1964123.2,1158381.89,724997.02,31975774.1,87.97,12.03
302,Tyringham,BERKSHIRE,Preliminary Semi-Annual,OPEN TOWN MEETING,No data,423,3819,21043,539401,18.65,23,27.32,2023,342611,84907,43124,36983,192829,503219,13901,46803,228341,63592,1783,0,1558093,1474935.3,94154,102250,0,215000,1886339.3,78.19,4.99,5.42,11.4,1886339.3,78.19,4.99,5.42,11.4,6.58,0,6.58,6.58,6.58,1358133.07,0,6552.75,114.49,110134.99,1474935.3,92.08,7.92
303,Upton,WORCESTER,Quarterly,OPEN TOWN MEETING,No data,8050,8386,60961,177778,21.57,373,80.48,2023,2648324,1930176,1255048,215065,15360941,1901886,367735,332554,1854337,62378,3600,787632,26719676,24169041.44,998600,2050209,4032726,1485156,28703006.44,84.2,3.48,7.14,5.17,32735732.44,73.83,3.05,6.26,16.86,13.87,0,13.87,13.87,13.87,23039478.83,0,369256.24,183198.18,577108.19,24169041.44,95.33,4.67
304,Uxbridge,WORCESTER,Quarterly,OPEN TOWN MEETING,K-12,14270,5735,43667,161334,29.59,482,123.63,2023,2876456,2871221,2139957,224105,26110333,2755262,659124,463810,9295236,893796,0,2221337,50510637,36509337.05,11924842,3874182.6,6370885,8627524,60935885.65,59.91,19.57,6.36,14.16,67306770.65,54.24,17.72,5.76,22.28,13.95,0,13.95,13.95,13.95,27945438.26,0,1415067.52,5132881.48,2015949.79,36509337.05,76.54,23.46
305,Wakefield,MIDDLESEX,Quarterly,OPEN TOWN MEETING,K-12,27104,8194,55294,239735,7.36,3683,104.79,2023,2689628,6961780,6426518,633389,51129245,11247681,716905,2034298,19747304,2043146,0,0,103629894,86669006.61,12477647,9595370,17696698,4736271,113478294.61,76.37,11,8.46,4.17,131174992.61,66.07,9.51,7.31,17.1,11.73,0,22.46,22.46,22.46,70538602.44,0,10878901.75,2026329.97,3225172.45,86669006.61,81.39,18.61
306,Wales,HAMPDEN,Quarterly,OPEN TOWN MEETING,K-06,1816,4062,27752,113765,15.73,115,28.46,2023,434950,132108,176789,116506,2806074,469126,129693,63306,705619,138758,0,53976,5226905,3670384.41,1569157,359640.02,0,396702,5995883.43,61.22,26.17,6,6.62,5995883.43,61.22,26.17,6,6.62,17.06,0,17.06,17.06,17.06,3365269.5,0,62512.02,24902.99,217699.9,3670384.41,91.69,8.31
307,Walpole,NORFOLK,Quarterly,REPRESENTATIVE TOWN MEETING,K-12,26652,9217,61804,223346,20.44,1304,139.32,2023,5805392,6944308,5660361,631558,54627154,7015360,785378,2129174,18683383,1644500,1268226,6497989,111692783,88318671.47,11947607,7931000,13133055,11693686.59,119890965.06,73.67,9.97,6.62,9.75,133024020.06,66.39,8.98,5.96,18.66,13.89,0,18.42,18.42,18.42,74488064.44,0,5880582.9,4280829.94,3669194.19,88318671.47,84.34,15.66
308,Waltham,MIDDLESEX,Quarterly,COUNCIL AND ALDERMAN,K-12,64015,4611,43501,268933,12.73,5029,162.31,2023,13630761,19722996,20354631,4191316,97559714,16033839,2478031,4486026,24103980,2300229,11909,18429604,223303036,215850524.02,30459307,30020000,46948630.42,8231668.58,284561499.6,75.85,10.7,10.55,2.89,331510130.02,65.11,9.19,9.06,16.65,10.32,0,21.95,21.95,21.95,84737285.36,0,98712237,18231353.22,14169648.44,215850524.02,39.26,60.74
309,Ware,HAMPSHIRE,Quarterly,OPEN TOWN MEETING,K-12,10178,4329,26022,90675,34.36,296,116.4,2023,1563149,1859056,1343802,706638,16760793,1347745,605133,680318,6891127,1432089,0,831546,34021396,16918991.54,14880665,2842762.95,3193470,3096469.26,37738888.75,44.83,39.43,7.53,8.2,40932358.75,41.33,36.35,6.95,15.37,17.26,0,17.26,17.26,17.26,14458605.4,0,1461496.71,473353.77,525535.66,16918991.54,85.46,14.54
310,Wareham,PLYMOUTH,Quarterly,OPEN TOWN MEETING,K-12,23317,3750,28897,201537,35.86,650,187.53,2023,4317975,6366659,0,1163272,35587377,3793536,620962,361770,13932696,5971438,585942,1899535,74601162,48457876.84,18202704,8196418,12142640.1,3585840,78442838.84,61.77,23.21,10.45,4.57,90585478.94,53.49,20.09,9.05,17.36,9.92,0,9.92,9.92,9.92,41238378.72,0,4125481.57,867023.87,2226992.68,48457876.84,85.1,14.9
311,Warren,WORCESTER,Quarterly,OPEN TOWN MEETING,No data,4955,4162,23046,98388,27.55,180,73.98,2023,975150,910883,537677,507272,4781758,832989,259810,265568,1132184,11793,39361,161272,10415717,8417106.95,1175530,1141094,861730.28,1347121.85,12080852.8,69.67,9.73,9.45,11.15,12942583.08,65.03,9.08,8.82,17.07,15.8,0,15.8,15.8,15.8,7148475.13,0,198561.97,206991.06,863078.79,8417106.95,84.93,15.07
312,Warwick,FRANKLIN,Semi-Annual,OPEN TOWN MEETING,No data,782,3899,24501,117347,37.34,21,63.66,2023,324760,78051,50949,59044,933918,432296,7078,37622,190584,4642,0,979,2119923,1839225.07,296977,96000,196500,85973,2318175.07,79.34,12.81,4.14,3.71,2514675.07,73.14,11.81,3.82,11.23,20.11,0,20.11,20.11,20.11,1696113.2,0,29117.37,0,113994.5,1839225.07,92.22,7.78
313,Washington,BERKSHIRE,Semi-Annual,OPEN TOWN MEETING,No data,493,4623,76746,196722,37.98,13,51.51,2023,196768,24428,26901,4306,991499,559009,14543,23704,121844,426,0,70895,2034323,1583311.82,232223,315850,0,125505,2256889.82,70.15,10.29,13.99,5.56,2256889.82,70.15,10.29,13.99,5.56,15.21,0,15.21,15.21,15.21,1493213.32,0,42565.78,4351.58,43181.14,1583311.82,94.31,5.69
314,Watertown,MIDDLESEX,Quarterly,COUNCIL AND ALDERMAN,K-12,35149,7528,54414,316734,3.99,8809,79.19,2023,7484384,10335451,11626940,11676,58065687,11926471,1278667,4371071,15314485,3203519,703214,17431640,141753205,144029970.66,14558387,13260714,24282766,16574517,188423588.66,76.44,7.73,7.04,8.8,212706354.66,67.71,6.84,6.23,19.21,13.58,0,19.73,19.73,19.73,87792543.48,0,21697640.74,28893333.13,5646453.31,144029970.66,60.95,39.05
315,Wayland,MIDDLESEX,Quarterly,OPEN TOWN MEETING,K-12,13724,15958,177727,320684,15.05,912,96.53,2023,5590609,3345462,3783179,1112702,47727825,3447968,1677472,1483895,15951913,147158,112910,6006128,90387221,80213213.17,7360922,5300000,8445835,4648882,97523017.17,82.25,7.55,5.43,4.77,105968852.17,75.7,6.95,5,12.36,16.65,0,16.65,16.65,16.65,76690882.52,0,2400089.01,81465.12,1040776.52,80213213.17,95.61,4.39
316,Webster,WORCESTER,Quarterly,OPEN TOWN MEETING,K-12,17651,4568,31254,116242,12.37,1427,84.65,2023,2396190,3943583,783624,431462,26308788,1451291,455654,561487,10741807,2103346,0,2841080,52018312,28570248.63,20286228,4121654,9257488,3827836,56805966.63,50.29,35.71,7.26,6.74,66063454.63,43.25,30.71,6.24,19.81,12.5,0,12.5,12.5,12.5,24330608.93,0,3041121.51,452538.31,745979.88,28570248.63,85.16,14.84
317,Wellesley,NORFOLK,Quarterly,REPRESENTATIVE TOWN MEETING,K-12,30191,18087,229263,479336,10.02,3013,131.95,2023,15633350,7363978,6857002,680549,82260312,10778758,1650367,3395363,28534864,1330131,162354,22508372,181155400,168133218.66,11310843,9620961,23822492,22728580,211793602.66,79.39,5.34,4.54,10.73,235616094.66,71.36,4.8,4.08,19.76,11.45,0,11.45,11.45,11.45,146836231.25,0,19469912.05,84249.1,1742826.26,168133218.66,87.33,12.67
318,Wellfleet,BARNSTABLE,Semi-Annual,OPEN TOWN MEETING,K-05,3635,6088,52453,814897,19.79,184,71.96,2023,2816346,2073851,2584423,764787,6414143,2579653,788412,1623399,3347937,550132,14576,2039835,25597494,23372796.14,424192,2788792,1651668,2510043.23,29095823.37,80.33,1.46,9.58,8.63,30747491.37,76.02,1.38,9.07,13.54,6.96,0,6.65,6.65,6.65,22414228.23,0,640856.04,8037.86,309674.01,23372796.14,95.9,4.1
319,Wendell,FRANKLIN,Preliminary Semi-Annual,OPEN TOWN MEETING,No data,926,4511,22032,129346,31.84,29,67.89,2023,389654,49820,88515,59410,2018356,698018,29257,61823,131318,0,2926,118416,3647513,2678299.28,485957,210169.42,506530,1085208.63,4459634.33,60.06,10.9,4.71,24.33,4966164.33,53.93,9.79,4.23,32.05,21.41,0,21.41,21.41,21.41,2188494.87,0,89421.16,23610.95,376772.3,2678299.28,81.71,18.29
320,Wenham,ESSEX,Quarterly,OPEN TOWN MEETING,No data,4987,14707,82356,202645,7.66,651,32.82,2023,1504117,1648151,746837,213819,11888148,1387489,185416,1107733,1990367,151002,0,512475,21335554,19784103.39,524843,2192708,3607553.33,690925,23192579.39,85.3,2.26,9.45,2.98,26800132.72,73.82,1.96,8.18,16.04,17.35,0,17.35,17.35,17.35,19396813.71,0,192541.17,25539.2,169209.31,19784103.39,98.04,1.96
321,West Boylston,WORCESTER,Quarterly,OPEN TOWN MEETING,K-12,7855,6808,39325,153218,12.95,607,63.26,2023,1181423,1853351,1299099,313702,13365682,2015773,186859,554844,5332367,415122,254034,946823,27719079,20792373.4,4902634,2733580,2482103.53,3471380.2,31899967.6,65.18,15.37,8.57,10.88,34382071.13,60.47,14.26,7.95,17.32,15.58,0,15.58,15.58,15.58,17360020.38,0,1130569.77,949608.79,1352174.46,20792373.4,83.49,16.51
322,West Bridgewater,PLYMOUTH,Quarterly,OPEN TOWN MEETING,K-12,7727,6581,40491,187821,15.32,504,59.8,2023,1672415,3242155,2577587,249055,16105670,1905547,493405,502211,6411477,894749,0,2787993,36842264,28366659.73,7646889,3218516.77,2621522,1878688,41110753.5,69,18.6,7.83,4.57,43732275.5,64.86,17.49,7.36,10.29,15.37,0,27.69,27.69,27.69,16280595.05,0,5642958,5012381.22,1430725.46,28366659.73,57.39,42.61
323,West Brookfield,WORCESTER,Quarterly,OPEN TOWN MEETING,No data,3820,4034,40530,134406,20.49,186,66.42,2023,687857,702098,182807,97511,4500899,867521,157671,233446,867233,1136,12358,122989,8433526,6845170.43,1036502,1157329,0,1232050.44,10271051.87,66.65,10.09,11.27,12,10271051.87,66.65,10.09,11.27,12,11.99,0,11.99,11.99,11.99,6148476.95,0,210954.69,123338.97,362399.82,6845170.43,89.82,10.18
324,West Newbury,ESSEX,Quarterly,OPEN TOWN MEETING,No data,4544,8991,77798,261758,13.45,338,52.19,2023,1163580,1242785,275474,504095,9441244,1842791,336899,441464,1476343,86262,0,297950,17108887,15336589.49,438821,1389493.51,1706198,1588620.81,18753524.81,81.78,2.34,7.41,8.47,20459722.81,74.96,2.14,6.79,16.1,11.03,0,11.03,11.03,11.03,14930319.08,0,125008.17,31293.21,249969.03,15336589.49,97.35,2.65
325,West Springfield,HAMPDEN,Quarterly,COUNCIL AND ALDERMAN,K-12,28629,4478,32640,115354,16.71,1713,145.84,2023,10678160,8433817,5782356,334278,48974532,5166291,1224617,1785161,10988295,4926686,84133,7204983,105583309,68385544.19,41096416,7257320.84,18441003.37,7255141.5,123994422.53,55.15,33.14,5.85,5.85,142435425.9,48.01,28.85,5.1,18.04,15.54,0,30.58,30.58,30.58,37791707.72,0,19474294.98,3575009.94,7544531.55,68385544.19,55.26,44.74
326,West Stockbridge,BERKSHIRE,Quarterly,OPEN TOWN MEETING,No data,1338,5923,65286,338871,18.45,73,44.54,2023,590751,499244,57630,93185,3268485,717961,42372,73885,439819,1929,159154,254002,6198417,5490792.67,252184,484814,293317,410644,6638434.67,82.71,3.8,7.3,6.19,6931751.67,79.21,3.64,6.99,10.16,10.31,0,10.31,10.31,10.31,5140972.79,0,165550.38,27846.28,156423.22,5490792.67,93.63,6.37
327,West Tisbury,DUKES,Quarterly,OPEN TOWN MEETING,No data,3635,7598,41587,905283,25.03,145,24.95,2023,2102166,1409330,441888,1045838,12625270,728062,546454,1072545,1565706,345830,0,919081,22802170,18985441.54,1508057,2040230,1602000,1196689.19,23730417.73,80,6.35,8.6,5.04,25332417.73,74.95,5.95,8.05,11.05,4.36,0,4.36,4.36,4.36,18202068.19,0,514522.95,73087.27,195763.13,18985441.54,95.87,4.13
328,Westborough,WORCESTER,Quarterly,OPEN TOWN MEETING,K-12,21499,11059,62154,233586,20.58,1045,111.44,2023,3970403,4353948,5792536,813312,62603465,5135509,944130,1469533,20169668,647385,24637,12827607,118752133,88950504.91,15708631,17583995.67,9121411,8167883.12,130411014.7,68.21,12.05,13.48,6.26,139532425.7,63.75,11.26,12.6,12.39,16.84,0,16.84,16.84,16.84,62589543.7,0,10260654.61,10222847.37,5877459.23,88950504.91,70.36,29.64
329,Westfield,HAMPDEN,Quarterly,COUNCIL AND ALDERMAN,K-12,40575,5231,32840,98058,46.32,876,249.97,2023,10495100,8316172,5734917,1199701,65159613,11293993,1754249,1441191,14222961,4310710,2297639,6846573,133072819,85010372.1,48454749,20133321,17319585.29,8289160.57,161887602.67,52.51,29.93,12.44,5.12,179207187.96,47.44,27.04,11.23,14.29,16.98,0,33.52,33.52,33.52,60216050.16,0,12977263.91,5911826.83,5905231.2,85010372.1,70.83,29.17
330,Westford,MIDDLESEX,Quarterly,OPEN TOWN MEETING,K-12,24446,10120,72500,233459,30.27,808,170.54,2023,5532965,5947165,4502975,1360548,65388178,6230873,1124970,2069081,8845214,561893,1052987,5866921,108483770,90837699.06,20722236,8266130.84,10283093,2979071.54,122805137.44,73.97,16.87,6.73,2.43,133088230.44,68.25,15.57,6.21,9.96,14.76,0,14.76,14.76,14.76,80754796.59,0,5185295.87,3182866.18,1714740.42,90837699.06,88.9,11.1
331,Westhampton,HAMPSHIRE,Quarterly,OPEN TOWN MEETING,K-06,1614,6443,51424,165850,27.17,59,47.31,2023,348460,111346,44142,87079,3793600,978018,38141,117764,678102,2230,120738,256800,6576420,5284670.66,843032,489195,0,1010521.67,7627419.33,69.29,11.05,6.41,13.25,7627419.33,69.29,11.05,6.41,13.25,20.13,0,20.13,20.13,20.13,4983565.12,0,139055.28,27220.45,134829.81,5284670.66,94.3,5.7
332,Westminster,WORCESTER,Quarterly,OPEN TOWN MEETING,No data,8275,5390,43466,160727,35.43,234,111.05,2023,1896972,2407255,1158948,968412,11595873,3964035,370390,540341,2563937,65636,2899,250668,25785366,19330259.47,1160089,3090894,3120710,6072402,29653644.47,65.19,3.91,10.42,20.48,32774354.47,58.98,3.54,9.43,28.05,13.06,0,13.06,13.06,13.06,17247858.18,0,786077.66,557567.97,738755.66,19330259.47,89.23,10.77
333,Weston,MIDDLESEX,Quarterly,OPEN TOWN MEETING,K-12,11666,23893,430522,616578,16.82,694,111.03,2023,5807075,4260438,4104646,309398,44724337,5703508,877262,1544415,18866184,291495,0,9725684,96214442,90747246.66,4604872,5821610,13998179,2566311,103740039.66,87.48,4.44,5.61,2.47,117738218.66,77.08,3.91,4.94,14.07,11.84,0,11.84,11.84,11.84,86767506.29,0,2626536.11,117948.9,1235255.36,90747246.66,95.61,4.39
334,Westport,BRISTOL,Quarterly,OPEN TOWN MEETING,K-12,16359,4442,49149,264436,49.84,328,162.91,2023,3712804,3983353,2775699,297399,23065016,1692989,1004898,353833,6755211,1866260,3295,4651448,50162205,36517307.23,7670317,5405100,2356504,2017940.93,51610665.16,70.76,14.86,10.47,3.91,53967169.16,67.67,14.21,10.02,8.11,8.16,0,8.16,8.16,8.16,33595780.11,0,1756322.05,158248.59,1006956.48,36517307.23,92,8
335,Westwood,NORFOLK,Quarterly,OPEN TOWN MEETING,K-12,16213,13270,133029,337950,10.88,1490,89.16,2023,4991798,5347189,6247737,509446,53415372,8030653,1411896,2089041,15736752,789382,607144,5818919,104995329,90274411.84,8345478,4195857,5597005,5153703,107969449.84,83.61,7.73,3.89,4.77,113566454.84,79.49,7.35,3.69,9.47,14.3,0,27.63,27.63,27.63,67819817.69,0,15776531.73,3480797.01,3197265.41,90274411.84,75.13,24.87
336,Weymouth,NORFOLK,Quarterly,COUNCIL AND ALDERMAN,K-12,57670,5481,40953,183834,16.79,3435,184.19,2023,7483168,14457685,11019055,700468,86205293,11030192,1054834,2615682,15549346,3099523,22342,14543032,167780620,130539452.02,41035082,15952405,31325960,9873754,197400693.02,66.13,20.79,8.08,5,228726653.02,57.07,17.94,6.97,18.01,10.45,0,16.5,16.5,16.5,103814594.47,0,14165354.38,8047685.25,4511817.92,130539452.02,79.53,20.47
337,Whately,FRANKLIN,Quarterly,OPEN TOWN MEETING,K-06,1631,5229,24126,204486,20.13,81,48.01,2023,632680,230616,74149,123992,3296538,521396,64264,150918,683182,141743,0,48659,5968137,4702682.76,743572,414700,826804,497472,6358426.76,73.96,11.69,6.52,7.82,7185230.76,65.45,10.35,5.77,18.43,14.2,14.2,14.2,14.2,14.2,3678148.4,56203.25,376849.21,343090.46,248391.44,4702682.76,79.41,20.59
338,Whitman,PLYMOUTH,Quarterly,OPEN TOWN MEETING,No data,15279,5707,36269,140406,6.94,2202,54.5,2023,2487424,3647080,4043551,294408,19414506,2529084,532426,551457,4751609,201097,3429,637537,39093608,30366144.14,3241000,5222569,6319742.5,3523858.27,42353571.41,71.7,7.65,12.33,8.32,48673313.91,62.39,6.66,10.73,20.22,13.57,0,13.57,13.57,13.57,27235495.55,0,1505029.12,356083.79,1269535.68,30366144.14,89.69,10.31
339,Wilbraham,HAMPDEN,Quarterly,OPEN TOWN MEETING,No data,14551,7204,51045,144888,22.16,657,113.81,2023,3278314,2710366,2254617,729190,27994699,2895274,415826,1284191,4873980,121101,0,726227,47283785,42713838.25,1906052,3297921.89,5146655,4473077,52390889.14,81.53,3.64,6.29,8.54,57537544.14,74.24,3.31,5.73,16.72,18.7,0,18.7,18.7,18.7,37930907.6,0,2855941.16,658102.97,1268886.52,42713838.25,88.8,11.2
340,Williamsburg,HAMPSHIRE,Quarterly,OPEN TOWN MEETING,K-06,2475,6034,30381,149909,25.56,97,50.5,2023,610484,256500,158353,230730,4330490,729927,119560,206394,1062111,219175,0,413530,8337254,7052597.62,1304793,522866,454765,467432.85,9347689.47,75.45,13.96,5.59,5,9802454.47,71.95,13.31,5.33,9.41,19.64,0,19.64,19.64,19.64,6403173.91,0,354680.1,47300.98,247442.63,7052597.62,90.79,9.21
341,Williamstown,BERKSHIRE,Semi-Annual,OPEN TOWN MEETING,K-06,7813,7287,37710,146450,46.76,167,77.56,2023,1725092,1620764,0,316542,13171571,2517130,424511,702707,2497824,43335,4950,557688,23582114,19506195.96,1411920,2199810.29,6246276.62,1147019,24264945.25,80.39,5.82,9.07,4.73,30511221.87,63.93,4.63,7.21,24.23,16.17,0,16.17,16.17,16.17,17435870.58,0,1506159.94,160453.29,403712.15,19506195.96,89.39,10.61
342,Wilmington,MIDDLESEX,Quarterly,OPEN TOWN MEETING,K-12,23012,7428,53566,257302,16.98,1355,126.71,2023,6151902,6380664,5561462,1791710,57883627,8333327,591386,2404978,10750906,1100200,2486061,3506853,106943076,98247551.03,15049313,7561910.56,3601290,23557790,144416564.59,68.03,10.42,5.24,16.31,148017854.59,66.38,10.17,5.11,18.35,11.94,0,27.34,27.34,27.34,57120536.75,0,5823188.38,29690049.84,5613776.06,98247551.03,58.14,41.86
